Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,actor_loss,entropy,critic_loss,q_values,target_values,alpha,alpha_loss,actor_lr,critic_lr,temperature
-60.313374,40.8843,8.875958,-133.56895,1000.0,15000,,,-9.010648727416992,1.1814637184143066,0.4532323181629181,8.277231216430664,8.384048461914062,0.06356198533585428,0.45203912258148193,0.0003,0.0003,0.06355638245683934
,,,,,15999,23.00354,1000,,,,,,,,,,
,,,,,16000,,,-10.780101776123047,1.08544921875,0.497997522354126,10.018584251403809,10.134051322937012,0.05822522567252258,0.40385371446609497,0.0003,0.0003,0.05822019058827465
,,,,,16999,-89.70213,1000,,,,,,,,,,
,,,,,17000,,,-12.172647476196289,0.6740869283676147,0.4347301125526428,11.55246353149414,11.557575225830078,0.05334729141938938,0.3498753309249878,0.0003,0.0003,0.05334269857201509
,,,,,17999,162.61562,1000,,,,,,,,,,
,,,,,18000,,,-13.127685546875,0.1919739842414856,0.38074350357055664,12.402215003967285,12.358543395996094,0.04898557339331541,0.30440783500671387,0.0003,0.0003,0.04898150835588367
,,,,,18999,817.34216,1000,,,,,,,,,,
,,,,,19000,,,-15.791489601135254,-0.4720190763473511,0.47596555948257446,15.021143913269043,15.01716423034668,0.045056673606651186,0.248371422290802,0.0003,0.0003,0.045052930220945565
,,,,,19999,379.6781,1000,,,,,,,,,,
550.82086,209.50076,1010.4035,316.01346,1000.0,20000,,,-18.059757232666016,-0.8924602270126343,0.5720266699790955,17.344627380371094,17.345653533935547,0.04154926155271892,0.2022864818572998,0.0003,0.0003,0.04154596953481973
,,,,,20999,371.77118,1000,,,,,,,,,,
,,,,,21000,,,-19.80893898010254,-1.9923374652862549,0.561978816986084,19.072010040283203,19.057437896728516,0.03847109613930129,0.158718541264534,0.0003,0.0003,0.038468181902655954
,,,,,21999,1165.3711,1000,,,,,,,,,,
,,,,,22000,,,-24.392513275146484,-2.6211979389190674,0.48016220331192017,23.48460578918457,23.454105377197266,0.035720783976807315,0.11405552923679352,0.0003,0.0003,0.03571816912273554
,,,,,22999,1385.4819,1000,,,,,,,,,,
,,,,,23000,,,-26.788742065429688,-3.526609420776367,0.5039994716644287,25.922534942626953,26.00006866455078,0.03322275665650282,0.09415289759635925,0.0003,0.0003,0.03322034212564191
,,,,,23999,1530.8746,1000,,,,,,,,,,
,,,,,24000,,,-32.256553649902344,-3.396287202835083,0.5534725189208984,31.48279571533203,31.318225860595703,0.030941902084857136,0.07716742902994156,0.0003,0.0003,0.03093967148237618
,,,,,24999,514.9916,1000,,,,,,,,,,
1133.8744,362.4844,1581.0756,664.81134,1000.0,25000,,,-36.73549270629883,-3.586920738220215,0.4594481885433197,35.84068298339844,35.90801239013672,0.028837474942638025,0.05915229767560959,0.0003,0.0003,0.02883544011778187
,,,,,25999,1642.3562,1000,,,,,,,,,,
,,,,,26000,,,-39.534732818603516,-4.339478492736816,0.4918533265590668,38.58332824707031,38.61753845214844,0.026826944451226957,0.04956024885177612,0.0003,0.0003,0.026824900841980682
,,,,,26999,1199.863,1000,,,,,,,,,,
,,,,,27000,,,-44.5675048828125,-4.7122931480407715,0.5720042586326599,43.55695343017578,43.52755355834961,0.02507046239076556,0.04004405438899994,0.0003,0.0003,0.0250688353774991
,,,,,27999,402.07294,1000,,,,,,,,,,
,,,,,28000,,,-45.22248840332031,-4.720311164855957,0.552347719669342,44.35991668701172,44.325721740722656,0.023516998361442894,0.031233390793204308,0.0003,0.0003,0.023515507318528073
,,,,,28999,1876.5892,1000,,,,,,,,,,
,,,,,29000,,,-50.66960525512695,-5.445036888122559,0.5012993812561035,49.71002197265625,49.833316802978516,0.022146300922909826,0.01037372276186943,0.0003,0.0003,0.022145035473656566
,,,,,29999,1923.2397,1000,,,,,,,,,,
1819.9202,31.922363,1871.1353,1761.542,1000.0,30000,,,-57.668922424316406,-5.801589012145996,0.43433165550231934,56.629615783691406,56.54637145996094,0.02103062775514677,0.005604908801615238,0.0003,0.0003,0.021029782814482277
,,,,,30999,1930.4316,1000,,,,,,,,,,
,,,,,31000,,,-62.17214584350586,-5.884586334228516,0.49241939187049866,61.18320846557617,61.247047424316406,0.020323472002800852,0.002505475888028741,0.0003,0.0003,0.020323021849591744
,,,,,31999,1895.4685,1000,,,,,,,,,,
,,,,,32000,,,-67.39334106445312,-6.083706378936768,0.5043652653694153,66.23092651367188,66.29849243164062,0.02021517025867218,-0.0026742699556052685,0.0003,0.0003,0.020215058504043832
,,,,,32999,513.59393,1000,,,,,,,,,,
,,,,,33000,,,-68.50437927246094,-6.480040550231934,0.5797399282455444,67.51976013183594,67.5746841430664,0.020367121755770604,-0.008170674555003643,0.0003,0.0003,0.020367643962421883
,,,,,33999,2162.6143,1000,,,,,,,,,,
,,,,,34000,,,-74.44049072265625,-5.881396293640137,0.502555787563324,73.47828674316406,73.42747497558594,0.020113642568586172,0.007005896419286728,0.0003,0.0003,0.02011335025611463
,,,,,34999,2184.0908,1000,,,,,,,,,,
1609.505,643.17365,2194.4478,440.56805,1000.0,35000,,,-79.8808822631836,-6.475783824920654,0.5366811156272888,78.86309051513672,78.79965209960938,0.020133644483564573,-0.007874267175793648,0.0003,0.0003,0.020134521160692583
,,,,,35999,2269.572,1000,,,,,,,,,,
,,,,,36000,,,-80.20106506347656,-6.1696319580078125,0.43226832151412964,79.10009765625,79.04918670654297,0.020526772336100355,-0.008372724056243896,0.0003,0.0003,0.020527985121460934
,,,,,36999,1594.6,1000,,,,,,,,,,
,,,,,37000,,,-87.88702392578125,-6.157953262329102,0.7628459930419922,86.7755126953125,86.98921203613281,0.0210520034467463,-0.00040196068584918976,0.0003,0.0003,0.021051266845445882
,,,,,37999,1807.7648,1000,,,,,,,,,,
,,,,,38000,,,-86.98240661621094,-5.997475624084473,0.6201204061508179,85.89979553222656,85.99097442626953,0.0214929711397689,0.0056876130402088165,0.0003,0.0003,0.021493167322432165
,,,,,38999,1045.2106,1000,,,,,,,,,,
,,,,,39000,,,-96.20365905761719,-6.41118860244751,0.47589510679244995,95.13462829589844,95.03853607177734,0.0215119516183554,-0.010448334738612175,0.0003,0.0003,0.021512759438855448
,,,,,39999,2498.3916,1000,,,,,,,,,,
1395.2507,653.199,2559.5513,490.89966,1000.0,40000,,,-97.4795150756836,-5.570986747741699,0.5770056247711182,96.59085083007812,96.61502075195312,0.021342083027399678,0.015906482934951782,0.0003,0.0003,0.021340764376979102
,,,,,40999,996.6691,1000,,,,,,,,,,
,,,,,41000,,,-98.7911148071289,-5.413577556610107,0.6811083555221558,97.87249755859375,97.72970581054688,0.02141595767189735,0.007592698093503714,0.0003,0.0003,0.021415245257932633
,,,,,41999,2059.8972,1000,,,,,,,,,,
,,,,,42000,,,-99.49250793457031,-6.075014591217041,0.6210245490074158,98.65496063232422,98.72726440429688,0.02177132068961139,-0.0032750016544014215,0.0003,0.0003,0.0217718289952
,,,,,42999,1561.7799,1000,,,,,,,,,,
,,,,,43000,,,-99.67666625976562,-6.232064247131348,1.0705397129058838,98.6583480834961,98.69558715820312,0.022243848696324255,-0.001767643727362156,0.0003,0.0003,0.022244077531379625
,,,,,43999,1775.8491,1000,,,,,,,,,,
,,,,,44000,,,-107.1465072631836,-5.360219478607178,0.608206033706665,106.10847473144531,106.21983337402344,0.02237522918311997,0.01574735715985298,0.0003,0.0003,0.02237367569825564
,,,,,44999,627.96466,1000,,,,,,,,,,
1831.2717,748.53253,2687.9727,516.5181,1000.0,45000,,,-112.31674194335938,-6.063997268676758,0.5671427845954895,111.20321655273438,111.2496337890625,0.02255871104019862,0.0025072223506867886,0.0003,0.0003,0.02255823196625321
,,,,,45999,1380.863,1000,,,,,,,,,,
,,,,,46000,,,-113.62223052978516,-5.862484455108643,0.9148188829421997,112.6641845703125,112.57034301757812,0.022708666391244192,0.0008452031761407852,0.0003,0.0003,0.022708475937739763
,,,,,46999,2658.8499,1000,,,,,,,,,,
,,,,,47000,,,-113.07225036621094,-5.961764335632324,0.8810226321220398,112.12458801269531,111.95179748535156,0.022710526426642574,0.0042340452782809734,0.0003,0.0003,0.022711097279987
,,,,,47999,2433.3506,1000,,,,,,,,,,
,,,,,48000,,,-121.11505126953125,-6.425154209136963,0.5766351222991943,120.14616394042969,120.21216583251953,0.02309948003880313,0.0025456352159380913,0.0003,0.0003,0.0230997087494076
,,,,,48999,1065.737,1000,,,,,,,,,,
,,,,,49000,,,-118.9504165649414,-5.7573137283325195,0.6246906518936157,117.99366760253906,118.003662109375,0.023243388375958844,0.011175913736224174,0.0003,0.0003,0.023241828276255695
,,,,,49999,2696.4565,1000,,,,,,,,,,
2513.8567,631.46014,2832.2854,693.6374,1000.0,50000,,,-132.24957275390625,-6.07039213180542,1.5370193719863892,131.13980102539062,131.0343017578125,0.02344108530546502,0.0014162175357341766,0.0003,0.0003,0.023441418556364963
,,,,,50999,2789.6248,1000,,,,,,,,,,
,,,,,51000,,,-132.5541229248047,-6.272631645202637,0.8273056745529175,131.46771240234375,131.60433959960938,0.02354581272226224,0.002693298738449812,0.0003,0.0003,0.023546575055573126
,,,,,51999,2769.3274,1000,,,,,,,,,,
,,,,,52000,,,-131.60894775390625,-6.205635070800781,1.0648366212844849,130.84144592285156,130.73306274414062,0.02397168563096941,-0.007807640358805656,0.0003,0.0003,0.023972384333667635
,,,,,52999,2826.4,1000,,,,,,,,,,
,,,,,53000,,,-138.58778381347656,-5.7256574630737305,0.5653027296066284,137.65399169921875,137.68942260742188,0.024290107631571942,-0.0012254852335900068,0.0003,0.0003,0.024289915954959534
,,,,,53999,2855.9478,1000,,,,,,,,,,
,,,,,54000,,,-139.93295288085938,-6.462551593780518,1.2494934797286987,138.62213134765625,138.70867919921875,0.024802826028063437,-0.013440346345305443,0.0003,0.0003,0.024804139592281307
,,,,,54999,3025.691,1000,,,,,,,,,,
2954.0022,42.98536,3000.6685,2853.3286,1000.0,55000,,,-150.59446716308594,-6.1435699462890625,0.6680930256843567,149.479736328125,149.50204467773438,0.02536731947475973,0.0019038445316255093,0.0003,0.0003,0.025368210811238755
,,,,,55999,1959.9806,1000,,,,,,,,,,
,,,,,56000,,,-146.80389404296875,-5.996072769165039,0.5880048274993896,145.7374267578125,145.78103637695312,0.02585135566897624,0.0015606072265654802,0.0003,0.0003,0.025851696677774393
,,,,,56999,2880.6182,1000,,,,,,,,,,
,,,,,57000,,,-151.31565856933594,-5.815605640411377,0.7227172255516052,150.36489868164062,150.27255249023438,0.026487717996154347,0.006285972893238068,0.0003,0.0003,0.02648795285063621
,,,,,57999,2988.2856,1000,,,,,,,,,,
,,,,,58000,,,-160.08612060546875,-5.969411849975586,0.9540730714797974,159.1265869140625,159.07577514648438,0.026837567017158073,0.002798638306558132,0.0003,0.0003,0.026838884930243237
,,,,,58999,2864.6067,1000,,,,,,,,,,
,,,,,59000,,,-163.92254638671875,-5.905742645263672,0.6804946660995483,162.9250946044922,163.0531005859375,0.027308291191364447,-0.0007242673309519887,0.0003,0.0003,0.027308330083056262
,,,,,59999,1525.8743,1000,,,,,,,,,,
2676.2004,630.20984,3128.6362,1219.1316,1000.0,60000,,,-165.7191619873047,-5.936830997467041,0.8329644203186035,164.81021118164062,164.58108520507812,0.027653392458979124,0.002457731869071722,0.0003,0.0003,0.027651685071140176
,,,,,60999,2998.886,1000,,,,,,,,,,
,,,,,61000,,,-160.90142822265625,-5.747094631195068,0.6304254531860352,159.9058837890625,159.91262817382812,0.027788910076384746,0.005222504027187824,0.0003,0.0003,0.027789020914477613
,,,,,61999,3137.2178,1000,,,,,,,,,,
,,,,,62000,,,-173.4132080078125,-6.095979690551758,0.7212920784950256,172.11412048339844,172.08404541015625,0.02773418680854627,-0.005524749867618084,0.0003,0.0003,0.02773330720444908
,,,,,62999,2991.8499,1000,,,,,,,,,,
,,,,,63000,,,-174.6064910888672,-6.114067554473877,0.6405008435249329,173.58761596679688,173.6884765625,0.02806206455498156,-0.009418516419827938,0.0003,0.0003,0.028062972983635588
,,,,,63999,3128.3926,1000,,,,,,,,,,
,,,,,64000,,,-175.14065551757812,-6.159582614898682,0.9272095561027527,174.02920532226562,174.10272216796875,0.028390679997432514,0.0033031476195901632,0.0003,0.0003,0.028390754827541213
,,,,,64999,3101.8342,1000,,,,,,,,,,
2501.4158,882.3092,3250.0493,810.18134,1000.0,65000,,,-176.86703491210938,-6.391202926635742,0.9655110239982605,175.99359130859375,175.886962890625,0.02901561268369682,-0.013116550631821156,0.0003,0.0003,0.029016729501150626
,,,,,65999,717.10376,1000,,,,,,,,,,
,,,,,66000,,,-179.41412353515625,-5.69692850112915,0.903351902961731,178.40240478515625,178.27944946289062,0.02921185289132786,0.004291065968573093,0.0003,0.0003,0.029211719681588578
,,,,,66999,3343.6497,1000,,,,,,,,,,
,,,,,67000,,,-193.040771484375,-6.459782123565674,0.8178555965423584,192.17715454101562,192.03445434570312,0.02945810211857635,-0.01398817915469408,0.0003,0.0003,0.029458897541247378
,,,,,67999,3347.0728,1000,,,,,,,,,,
,,,,,68000,,,-179.37969970703125,-5.70170783996582,0.7612134218215942,178.4364013671875,178.58465576171875,0.02970794889531099,-0.0006568779936060309,0.0003,0.0003,0.029707979540615426
,,,,,68999,3280.874,1000,,,,,,,,,,
,,,,,69000,,,-195.71029663085938,-6.139835834503174,0.7834391593933105,194.7980499267578,194.87103271484375,0.030089413267586677,0.0006222017109394073,0.0003,0.0003,0.03009121327193101
,,,,,69999,3366.1406,1000,,,,,,,,,,
3146.6174,825.50507,3474.4814,673.3019,1000.0,70000,,,-191.52566528320312,-6.268136024475098,0.9334632158279419,190.69424438476562,190.66510009765625,0.03044865042683997,-0.012343363836407661,0.0003,0.0003,0.030449881617107946
,,,,,70999,1365.8201,1000,,,,,,,,,,
,,,,,71000,,,-189.78134155273438,-6.054936408996582,1.9888417720794678,188.66824340820312,188.768798828125,0.030736771437433957,-0.01146216131746769,0.0003,0.0003,0.03073798072788163
,,,,,71999,3359.3032,1000,,,,,,,,,,
,,,,,72000,,,-202.31210327148438,-5.704267501831055,0.9368535280227661,201.31983947753906,201.33323669433594,0.031245910906098403,0.0025802738964557648,0.0003,0.0003,0.031246335171031238
,,,,,72999,3439.9294,1000,,,,,,,,,,
,,,,,73000,,,-202.4907684326172,-6.085096836090088,0.8698000311851501,201.62742614746094,201.57516479492188,0.031659515685242584,-0.000256373081356287,0.0003,0.0003,0.03166049072505304
,,,,,73999,3515.2583,1000,,,,,,,,,,
,,,,,74000,,,-196.75759887695312,-5.81702184677124,0.5836162567138672,195.92872619628906,196.01150512695312,0.03198809735136648,0.003949224948883057,0.0003,0.0003,0.031987940336993745
,,,,,74999,3525.3213,1000,,,,,,,,,,
3416.9082,599.8105,3650.5845,1618.914,1000.0,75000,,,-199.31021118164062,-6.256120681762695,1.14656662940979,198.445068359375,198.48428344726562,0.032736622021067266,-0.009993619285523891,0.0003,0.0003,0.03273668795953946
,,,,,75999,1207.7896,1000,,,,,,,,,,
,,,,,76000,,,-210.29794311523438,-6.038641929626465,1.0391108989715576,209.26730346679688,209.18756103515625,0.03312747711837792,-0.003695621620863676,0.0003,0.0003,0.03312754742064366
,,,,,76999,3633.3276,1000,,,,,,,,,,
,,,,,77000,,,-214.07894897460938,-6.0844011306762695,2.380687952041626,213.10598754882812,213.172607421875,0.03388900585763832,0.0011551305651664734,0.0003,0.0003,0.03388965586447149
,,,,,77999,3626.882,1000,,,,,,,,,,
,,,,,78000,,,-219.63912963867188,-5.890693187713623,1.0469945669174194,218.7121124267578,218.7089385986328,0.034183011900219086,0.005997749045491219,0.0003,0.0003,0.03418257527657524
,,,,,78999,3453.364,1000,,,,,,,,,,
,,,,,79000,,,-214.86329650878906,-6.097675800323486,0.9617815017700195,213.80667114257812,213.777587890625,0.034603667078918286,-0.0048154667019844055,0.0003,0.0003,0.03460587564152444
,,,,,79999,3681.4055,1000,,,,,,,,,,
3252.5027,945.9469,3745.472,614.24023,1000.0,80000,,,-214.9298095703125,-6.080624580383301,1.1552705764770508,213.77157592773438,213.7589111328125,0.03483247725120311,-0.0038235122337937355,0.0003,0.0003,0.03483277309767411
,,,,,80999,3645.291,1000,,,,,,,,,,
,,,,,81000,,,-215.40139770507812,-5.618856430053711,0.9625874757766724,214.61325073242188,214.4950408935547,0.03491174367733136,0.017502380535006523,0.0003,0.0003,0.034911869184888714
,,,,,81999,513.0425,1000,,,,,,,,,,
,,,,,82000,,,-219.10739135742188,-6.085430145263672,0.7946334481239319,218.2724609375,218.2923583984375,0.03528455034903554,-0.004240118898451328,0.0003,0.0003,0.03528489775864038
,,,,,82999,3624.4429,1000,,,,,,,,,,
,,,,,83000,,,-227.1520233154297,-6.255575656890869,1.8286116123199463,226.30409240722656,226.1855926513672,0.035074220984807086,-0.005984487012028694,0.0003,0.0003,0.03507352618932767
,,,,,83999,3654.3513,1000,,,,,,,,,,
,,,,,84000,,,-224.08486938476562,-5.702140808105469,1.3066763877868652,222.83038330078125,222.79681396484375,0.03528410221683231,0.009339595213532448,0.0003,0.0003,0.03528399457618397
,,,,,84999,3763.128,1000,,,,,,,,,,
3537.929,642.8426,3816.3704,1613.0048,1000.0,85000,,,-227.57809448242188,-6.40546178817749,3.052747964859009,226.4443359375,226.55218505859375,0.036222418746291826,-0.014115345664322376,0.0003,0.0003,0.036222909146579295
,,,,,85999,3713.4688,1000,,,,,,,,,,
,,,,,86000,,,-221.20790100097656,-5.867063045501709,1.541075587272644,220.09413146972656,220.29737854003906,0.03712758747664397,-0.002205256372690201,0.0003,0.0003,0.03712926290710952
,,,,,86999,3748.3171,1000,,,,,,,,,,
,,,,,87000,,,-242.96658325195312,-6.453604698181152,1.1306061744689941,241.9181671142578,241.95770263671875,0.03782331991788676,-0.021965913474559784,0.0003,0.0003,0.03782464386510224
,,,,,87999,3728.7202,1000,,,,,,,,,,
,,,,,88000,,,-240.6251220703125,-5.8563432693481445,0.9678804278373718,239.65333557128906,239.8256072998047,0.03854427937791771,0.004200104624032974,0.0003,0.0003,0.038543792943968355
,,,,,88999,3798.1477,1000,,,,,,,,,,
,,,,,89000,,,-240.34024047851562,-6.378080368041992,1.1474939584732056,239.18096923828125,239.03726196289062,0.038916196280058775,-0.0024590373504906893,0.0003,0.0003,0.03891570309703962
,,,,,89999,3805.0295,1000,,,,,,,,,,
3740.11,91.45507,3846.664,3520.5837,1000.0,90000,,,-244.3282470703125,-6.047702789306641,1.7796682119369507,243.3494873046875,243.103515625,0.03933681857045287,-0.003976548556238413,0.0003,0.0003,0.03933587690040146
,,,,,90999,3817.091,1000,,,,,,,,,,
,,,,,91000,,,-244.6419677734375,-5.982760429382324,1.175903558731079,243.55743408203125,243.75811767578125,0.039114949907278505,0.012577680870890617,0.0003,0.0003,0.03911556590285662
,,,,,91999,3803.946,1000,,,,,,,,,,
,,,,,92000,,,-246.33084106445312,-5.90883207321167,1.5151199102401733,245.436767578125,245.39764404296875,0.0394700666857852,0.02444690652191639,0.0003,0.0003,0.03946767489193048
,,,,,92999,3803.7275,1000,,,,,,,,,,
,,,,,93000,,,-260.7184143066406,-6.168056488037109,1.3122320175170898,259.6806640625,259.4628601074219,0.04043315848074762,-0.0071713924407958984,0.0003,0.0003,0.04043452181075414
,,,,,93999,3837.5393,1000,,,,,,,,,,
,,,,,94000,,,-267.54888916015625,-6.742429733276367,1.1692962646484375,266.6076965332031,266.6335144042969,0.04105894881606809,-0.021856823936104774,0.0003,0.0003,0.04105965042515638
,,,,,94999,3804.401,1000,,,,,,,,,,
3728.772,51.805126,3818.8706,3653.0671,1000.0,95000,,,-253.26296997070312,-5.904149055480957,0.9680371284484863,252.43948364257812,252.33941650390625,0.04214272448152613,0.02436668425798416,0.0003,0.0003,0.042141544366320415
,,,,,95999,3789.7585,1000,,,,,,,,,,
,,,,,96000,,,-252.49562072753906,-5.982724666595459,1.2137750387191772,251.6124267578125,251.53759765625,0.042733565796651114,0.008663134649395943,0.0003,0.0003,0.04273279473818847
,,,,,96999,3814.0503,1000,,,,,,,,,,
,,,,,97000,,,-260.0223388671875,-6.222700119018555,1.9024670124053955,259.0611877441406,258.9841003417969,0.043102748171759436,-0.01164870336651802,0.0003,0.0003,0.04310315914406395
,,,,,97999,3829.6982,1000,,,,,,,,,,
,,,,,98000,,,-266.8550720214844,-5.4857497215271,8.376808166503906,265.8033447265625,265.9330139160156,0.04363606901880114,0.006323071196675301,0.0003,0.0003,0.04363199362261214
,,,,,98999,218.76498,1000,,,,,,,,,,
,,,,,99000,,,-271.4338073730469,-6.1206254959106445,1.2418100833892822,270.4762878417969,270.53900146484375,0.04328972051374103,-0.006776116322726011,0.0003,0.0003,0.04328975695356048
,,,,,99999,3815.3494,1000,,,,,,,,,,
3463.4075,860.4121,3800.191,885.1461,1000.0,100000,,,-279.723876953125,-6.033172607421875,3.6690216064453125,278.4952087402344,278.5495910644531,0.040958933583120256,-0.011118297465145588,0.0003,0.0003,0.04095640559238223
,,,,,100999,3768.8572,1000,,,,,,,,,,
,,,,,101000,,,-267.76043701171875,-5.566572189331055,1.7363576889038086,266.8541259765625,266.97491455078125,0.03951010141711864,0.006195977795869112,0.0003,0.0003,0.03950918409936809
,,,,,101999,3654.7517,1000,,,,,,,,,,
,,,,,102000,,,-270.80291748046875,-5.809683799743652,1.5384511947631836,269.885986328125,269.97344970703125,0.039385139423800994,-0.0007375362329185009,0.0003,0.0003,0.039386030532335886
,,,,,102999,3862.025,1000,,,,,,,,,,
,,,,,103000,,,-272.8543701171875,-5.776058197021484,1.1803488731384277,271.9957580566406,271.73211669921875,0.03954960991640304,-0.0012095472775399685,0.0003,0.0003,0.039551050932773446
,,,,,103999,3850.3242,1000,,,,,,,,,,
,,,,,104000,,,-269.26190185546875,-6.113742828369141,1.5839920043945312,268.1120910644531,267.96337890625,0.03985533624748712,-0.01012295763939619,0.0003,0.0003,0.03985548728546602
,,,,,104999,3741.9521,1000,,,,,,,,,,
3684.6016,467.83078,3907.835,2293.9663,1000.0,105000,,,-270.246337890625,-5.5481390953063965,1.092963457107544,269.57379150390625,269.44134521484375,0.040390385727536615,0.023849714547395706,0.0003,0.0003,0.04038730967756301
,,,,,105999,3866.8257,1000,,,,,,,,,,
,,,,,106000,,,-279.83660888671875,-5.998915672302246,1.8343816995620728,278.9317321777344,278.921630859375,0.040865942038112654,-0.016758063808083534,0.0003,0.0003,0.0408668990219344
,,,,,106999,3876.2603,1000,,,,,,,,,,
,,,,,107000,,,-264.1445007324219,-5.853670597076416,1.8993852138519287,263.112548828125,263.3970947265625,0.041120108449165575,0.0012818466639146209,0.0003,0.0003,0.0411213833690845
,,,,,107999,3919.251,1000,,,,,,,,,,
,,,,,108000,,,-283.88299560546875,-6.266626834869385,1.488893985748291,282.787841796875,282.74951171875,0.0420759695643963,-0.007926312275230885,0.0003,0.0003,0.042077919774983215
,,,,,108999,3870.0952,1000,,,,,,,,,,
,,,,,109000,,,-269.10302734375,-5.525636672973633,1.0557160377502441,268.2644958496094,268.27337646484375,0.04261482933967495,0.017513684928417206,0.0003,0.0003,0.04261445683472092
,,,,,109999,3903.5986,1000,,,,,,,,,,
3731.686,351.80362,3961.5906,2696.242,1000.0,110000,,,-284.636962890625,-5.761311054229736,1.3907498121261597,283.7906494140625,283.54766845703125,0.042875980360785944,0.01407118421047926,0.0003,0.0003,0.04287696530910395
,,,,,110999,3959.9053,1000,,,,,,,,,,
,,,,,111000,,,-280.6971740722656,-6.060542583465576,0.986479640007019,279.83709716796875,279.8790588378906,0.042990927182773385,-0.002345724031329155,0.0003,0.0003,0.04298969705956711
,,,,,111999,3983.2637,1000,,,,,,,,,,
,,,,,112000,,,-284.45037841796875,-6.063024044036865,0.9669488072395325,283.50543212890625,283.4765319824219,0.04276976980385866,0.011499060317873955,0.0003,0.0003,0.042769458108382494
,,,,,112999,3943.418,1000,,,,,,,,,,
,,,,,113000,,,-290.87847900390625,-6.439920425415039,1.9942514896392822,290.01568603515625,289.87353515625,0.04305423532559529,-0.018414735794067383,0.0003,0.0003,0.04305756355792406
,,,,,113999,-161.15721,1000,,,,,,,,,,
,,,,,114000,,,-296.8512268066406,-6.549729347229004,1.6809158325195312,295.78619384765625,295.88128662109375,0.04282073221140919,-0.02271752804517746,0.0003,0.0003,0.0428213097713301
,,,,,114999,3980.4778,1000,,,,,,,,,,
3698.1497,560.0879,4016.6274,2155.195,1000.0,115000,,,-295.73968505859375,-5.882967948913574,1.5673105716705322,295.1720886230469,295.1397705078125,0.041919298461103795,0.0017496815416961908,0.0003,0.0003,0.041918354433146426
,,,,,115999,3991.003,1000,,,,,,,,,,
,,,,,116000,,,-290.7158203125,-6.481515884399414,1.7204267978668213,289.955810546875,289.6701354980469,0.04072583419186637,-0.006635200697928667,0.0003,0.0003,0.04072678851582899
,,,,,116999,3614.0283,1000,,,,,,,,,,
,,,,,117000,,,-296.70001220703125,-5.822362899780273,2.399139881134033,295.99774169921875,296.03265380859375,0.04074401409735487,-0.0025969212874770164,0.0003,0.0003,0.040744790483654626
,,,,,117999,2055.4385,1000,,,,,,,,,,
,,,,,118000,,,-291.8922119140625,-5.889168739318848,0.9928715229034424,291.1081848144531,291.065185546875,0.04052053738213927,0.004710678942501545,0.0003,0.0003,0.04052143735138864
,,,,,118999,3990.6062,1000,,,,,,,,,,
,,,,,119000,,,-290.23089599609375,-6.184866428375244,1.5583148002624512,289.34088134765625,289.2457275390625,0.04008385293555846,-0.005781433545053005,0.0003,0.0003,0.04008402147800584
,,,,,119999,3994.261,1000,,,,,,,,,,
