Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Actor Loss,Baseline Loss 0,Baseline Loss 1,Baseline Loss 2,Baseline Loss 3,Baseline Loss 4,Baseline Loss,Train_EnvstepsSoFar,TimeSinceStart,Initial_DataCollection_AverageReturn,step
-767.94354,36.93335,-720.2422,-810.22095,1000.0,-644.4613,85.01278,-485.35596,-734.8257,1000.0,-107.28256225585938,195.8269805908203,189.6925811767578,182.8467254638672,174.27676391601562,163.40493774414062,163.40493774414062,5000,0.6310310363769531,-644.4613,0
-795.595,45.57513,-731.8744,-835.846,1000.0,-740.5697,77.04899,-609.915,-811.8427,1000.0,-108.10322570800781,190.1156463623047,171.93377685546875,152.7745361328125,133.53749084472656,114.83715057373047,114.83715057373047,10000,1.4746973514556885,,1
-861.3996,43.37106,-800.7651,-899.7273,1000.0,-840.2633,53.178593,-786.8959,-933.7511,1000.0,-78.87420654296875,118.43502807617188,101.39938354492188,87.24088287353516,75.26045227050781,65.04337310791016,65.04337310791016,15000,2.081907272338867,,2
-840.49994,51.25735,-769.35876,-888.1194,1000.0,-865.9894,42.941868,-826.08575,-945.52246,1000.0,-49.50874328613281,56.89604187011719,48.731361389160156,41.875064849853516,36.19981384277344,31.678611755371094,31.678611755371094,20000,2.689251184463501,,3
-854.3521,29.580843,-815.98,-887.96814,1000.0,-906.09296,23.644073,-866.1649,-931.8008,1000.0,-27.381656646728516,32.370601654052734,28.880863189697266,26.263599395751953,24.411962509155273,23.276344299316406,23.276344299316406,25000,3.2945940494537354,,4
-760.3493,48.988163,-692.39,-805.98694,1000.0,-840.4429,40.51506,-797.36395,-888.59033,1000.0,6.122013092041016,27.629343032836914,28.500288009643555,29.49720001220703,30.50674057006836,31.41279411315918,31.41279411315918,30000,3.9034652709960938,,5
-774.06476,65.92157,-704.9215,-862.79254,1000.0,-856.5382,28.88758,-807.5431,-887.4049,1000.0,18.801815032958984,35.893890380859375,36.30937194824219,36.572635650634766,36.69406509399414,36.51713562011719,36.51713562011719,35000,4.511423349380493,,6
-868.31836,100.832504,-727.3524,-957.43585,1000.0,-779.5721,52.475765,-676.57495,-824.246,1000.0,25.432159423828125,39.90057373046875,38.71061325073242,37.54745864868164,36.0218505859375,34.38026428222656,34.38026428222656,40000,5.124985218048096,,7
-767.9333,9.512819,-759.40137,-781.20734,1000.0,-842.85,79.482704,-697.61053,-908.5193,1000.0,3.2059872150421143,50.65273666381836,49.780338287353516,49.49955749511719,49.1584358215332,48.77059555053711,48.77059555053711,45000,5.731018304824829,,8
-844.92804,114.254166,-711.6052,-990.6451,1000.0,-819.19666,68.5308,-721.82544,-919.4424,1000.0,0.37113532423973083,49.28284454345703,48.97836685180664,48.762718200683594,48.23483657836914,47.7901496887207,47.7901496887207,50000,6.336419105529785,,9
-783.13116,94.29623,-714.4889,-916.46674,1000.0,-722.9571,53.760876,-667.5779,-823.95605,1000.0,17.82732582092285,29.369041442871094,28.60396957397461,27.71057891845703,26.97978973388672,26.161800384521484,26.161800384521484,55000,6.944883346557617,,10
-695.2207,63.863365,-628.0,-781.0692,1000.0,-707.74133,14.130317,-691.5691,-726.83777,1000.0,13.286636352539062,29.590700149536133,28.62461280822754,27.818044662475586,27.153743743896484,26.66144371032715,26.66144371032715,60000,7.564885377883911,,11
-773.467,133.68684,-632.3436,-952.9847,1000.0,-727.3509,34.38816,-699.70776,-784.05096,1000.0,0.07828712463378906,32.920433044433594,32.752357482910156,32.518287658691406,32.37332534790039,32.130950927734375,32.130950927734375,65000,8.173590183258057,,12
-639.0093,14.256656,-623.90137,-658.12573,1000.0,-682.4149,34.668423,-624.12036,-721.74866,1000.0,-0.659409761428833,25.371179580688477,25.022247314453125,24.773670196533203,24.59527587890625,24.454729080200195,24.454729080200195,70000,8.790040016174316,,13
-631.03375,39.73388,-576.3956,-669.71857,1000.0,-656.4043,80.045845,-540.5587,-788.68225,1000.0,2.2749404907226562,31.230159759521484,31.274625778198242,31.253740310668945,31.178144454956055,31.066509246826172,31.066509246826172,75000,9.40145206451416,,14
-603.87103,22.924105,-585.2722,-636.1669,1000.0,-639.87805,10.744709,-624.43726,-657.4844,1000.0,-0.12768568098545074,31.399356842041016,31.246841430664062,31.21292495727539,31.136934280395508,30.94200325012207,30.94200325012207,80000,10.01212215423584,,15
-650.4899,17.304104,-633.1321,-674.108,1000.0,-661.7933,70.72547,-553.05505,-756.59705,1000.0,-8.658371925354004,41.492027282714844,41.462623596191406,41.210166931152344,41.03866195678711,40.72825622558594,40.72825622558594,85000,10.621345043182373,,16
-669.58624,76.40335,-594.64026,-774.46497,1000.0,-615.36755,41.872627,-549.9343,-658.3348,1000.0,5.375036716461182,37.3117561340332,37.300106048583984,37.210872650146484,37.086917877197266,36.93464660644531,36.93464660644531,90000,11.229320287704468,,17
-630.0208,61.993595,-575.81964,-716.79956,1000.0,-588.099,80.66461,-461.84998,-690.7539,1000.0,7.20660400390625,27.430437088012695,27.159461975097656,26.836631774902344,26.552230834960938,26.308881759643555,26.308881759643555,95000,11.835267066955566,,18
-535.7246,34.579044,-490.64456,-574.6783,1000.0,-522.6204,27.151812,-471.70065,-553.53156,1000.0,14.389266014099121,22.997398376464844,22.306114196777344,21.490324020385742,20.693925857543945,20.001585006713867,20.001585006713867,100000,12.438805341720581,,19
-538.26587,24.30527,-519.1858,-572.5664,1000.0,-517.80066,36.911392,-463.53635,-565.47424,1000.0,8.494404792785645,18.25914764404297,17.79143524169922,17.324386596679688,16.90674591064453,16.619159698486328,16.619159698486328,105000,13.046414136886597,,20
-544.8317,52.15826,-494.48782,-616.6925,1000.0,-529.1481,43.3442,-452.11505,-574.91724,1000.0,-2.729269504547119,26.93228530883789,27.055606842041016,27.127099990844727,27.160411834716797,27.18297576904297,27.18297576904297,110000,13.651800155639648,,21
-500.37955,8.7080345,-488.86084,-509.91174,1000.0,-529.3318,36.991833,-490.52588,-581.4698,1000.0,-8.21292495727539,23.12262725830078,23.11990737915039,23.03072738647461,22.876108169555664,22.690784454345703,22.690784454345703,115000,14.265568971633911,,22
-475.60355,46.960552,-438.59305,-541.8645,1000.0,-507.5284,24.560795,-472.98962,-545.22363,1000.0,-1.5801986455917358,20.524267196655273,20.509471893310547,20.50711441040039,20.508880615234375,20.50956916809082,20.50956916809082,120000,14.88490915298462,,23
-465.61362,52.75599,-396.15063,-523.92395,1000.0,-519.214,43.73344,-463.4809,-596.3916,1000.0,-0.6927143335342407,27.854249954223633,27.839147567749023,27.812374114990234,27.775381088256836,27.729856491088867,27.729856491088867,125000,15.505022287368774,,24
-518.36285,26.964834,-484.02332,-549.89404,1000.0,-498.17627,32.357815,-453.05597,-553.2027,1000.0,2.7304649353027344,15.910883903503418,15.890812873840332,15.840274810791016,15.765843391418457,15.676608085632324,15.676608085632324,130000,16.11995220184326,,25
-414.62234,24.166143,-383.31137,-442.1404,1000.0,-457.2538,32.595844,-417.28287,-510.0038,1000.0,5.8439154624938965,23.58769416809082,23.362512588500977,23.049352645874023,22.74751091003418,22.536819458007812,22.536819458007812,135000,16.72441601753235,,26
-398.99356,41.185955,-353.56082,-453.27454,1000.0,-418.59668,23.521603,-395.57568,-461.94812,1000.0,8.765182495117188,19.564889907836914,19.2576847076416,18.89483642578125,18.494630813598633,18.1135311126709,18.1135311126709,140000,17.32517409324646,,27
-373.99423,57.358826,-292.8768,-414.7186,1000.0,-454.15454,25.465393,-427.748,-488.07684,1000.0,-1.6477296352386475,15.368459701538086,15.38926887512207,15.458374977111816,15.54800033569336,15.630651473999023,15.630651473999023,145000,17.931961059570312,,28
-381.3629,28.432299,-341.3731,-404.99173,1000.0,-483.80646,78.31368,-385.85938,-592.1185,1000.0,-13.169490814208984,38.30987548828125,38.05240249633789,37.48175048828125,36.94976806640625,36.57151794433594,36.57151794433594,150000,18.537482976913452,,29
-441.0909,16.394588,-424.24194,-463.3088,1000.0,-396.05304,22.379097,-365.99594,-416.55988,1000.0,-1.6501537561416626,31.814237594604492,31.595443725585938,31.31717872619629,31.19510269165039,31.188318252563477,31.188318252563477,155000,19.19020104408264,,30
-501.26147,39.978745,-452.27435,-550.20184,1000.0,-446.8038,44.104675,-415.61176,-534.09186,1000.0,2.8237385749816895,16.094642639160156,16.194761276245117,16.264432907104492,16.2882022857666,16.262117385864258,16.262117385864258,160000,19.794045209884644,,31
-393.344,45.384502,-342.9493,-452.96387,1000.0,-380.9801,45.51312,-346.10394,-464.0799,1000.0,11.075494766235352,23.589157104492188,23.156145095825195,22.58657455444336,22.031993865966797,21.595199584960938,21.595199584960938,165000,20.3877432346344,,32
-410.29208,26.278076,-382.89203,-445.73453,1000.0,-378.91418,78.66782,-275.6449,-514.58545,1000.0,4.974420070648193,19.498159408569336,19.175098419189453,18.782695770263672,18.461631774902344,18.311054229736328,18.311054229736328,170000,20.994384288787842,,33
-423.3535,56.153805,-345.48773,-475.79816,1000.0,-422.02353,32.299854,-374.04825,-458.29755,1000.0,-5.053660869598389,14.708316802978516,14.920502662658691,15.077081680297852,15.130230903625488,15.074176788330078,15.074176788330078,175000,21.60602116584778,,34
-423.0701,52.241093,-363.47424,-490.68268,1000.0,-422.41357,51.657467,-377.01904,-521.9352,1000.0,-6.968665599822998,18.68370246887207,18.532066345214844,18.358552932739258,18.17783546447754,17.992603302001953,17.992603302001953,180000,22.216140031814575,,35
-420.78604,16.292004,-403.575,-442.6573,1000.0,-404.07944,37.576344,-349.6859,-466.9251,1000.0,-2.2914342880249023,20.116228103637695,20.002473831176758,19.8923397064209,19.8201904296875,19.789979934692383,19.789979934692383,185000,22.820358276367188,,36
-341.5439,16.909286,-328.69098,-365.43427,1000.0,-360.0705,58.224293,-251.58392,-421.84747,1000.0,6.392429828643799,11.830909729003906,11.889542579650879,11.850898742675781,11.727636337280273,11.544504165649414,11.544504165649414,190000,23.426841259002686,,37
-415.46225,41.610287,-372.84253,-471.91174,1000.0,-366.567,45.339756,-320.177,-451.55887,1000.0,5.607456207275391,12.019536018371582,11.824716567993164,11.637164115905762,11.473387718200684,11.34300422668457,11.34300422668457,195000,24.034277200698853,,38
-366.3976,11.396224,-354.4931,-381.75854,1000.0,-388.643,70.325165,-296.7551,-511.61923,1000.0,-3.6156039237976074,23.880064010620117,23.946002960205078,23.950305938720703,23.926227569580078,23.898540496826172,23.898540496826172,200000,24.627604246139526,,39
-360.35977,28.572285,-329.61084,-398.43756,1000.0,-346.88495,42.97164,-281.8758,-391.81924,1000.0,1.9808496236801147,12.774768829345703,12.770458221435547,12.746740341186523,12.705765724182129,12.651065826416016,12.651065826416016,205000,25.229918241500854,,40
-300.48938,55.05428,-223.46017,-348.81906,1000.0,-386.19666,77.966774,-329.61594,-536.2202,1000.0,-4.8458404541015625,22.91868019104004,22.90401268005371,22.836549758911133,22.734619140625,22.61850357055664,22.61850357055664,210000,25.829432010650635,,41
-297.72662,55.23195,-247.11987,-374.55737,1000.0,-345.16565,70.90457,-212.55725,-401.64392,1000.0,1.1676909923553467,15.679607391357422,15.680193901062012,15.67140007019043,15.650284767150879,15.615946769714355,15.615946769714355,215000,26.425429344177246,,42
-301.90723,16.32095,-278.83347,-313.95496,1000.0,-361.45673,53.978634,-282.00262,-425.4851,1000.0,0.6000009775161743,15.11812973022461,15.102605819702148,15.071565628051758,15.025593757629395,14.969538688659668,14.969538688659668,220000,27.02001118659973,,43
-294.29855,15.367593,-278.69373,-315.20102,1000.0,-291.41113,43.258877,-228.95596,-347.12048,1000.0,6.388705730438232,21.152488708496094,20.969972610473633,20.703947067260742,20.409385681152344,20.138784408569336,20.138784408569336,225000,27.61776828765869,,44
-294.87473,18.117182,-269.25342,-307.7865,1000.0,-305.22272,51.248108,-221.07031,-380.09998,1000.0,2.1938512325286865,14.868988990783691,14.772228240966797,14.72105598449707,14.692543983459473,14.668556213378906,14.668556213378906,230000,28.219051122665405,,45
-292.63528,13.070649,-280.50787,-310.78027,1000.0,-316.05978,73.30063,-221.98714,-421.03677,1000.0,-4.787781715393066,21.962474822998047,21.96373176574707,21.92727279663086,21.867177963256836,21.786182403564453,21.786182403564453,235000,28.818652153015137,,46
-252.33263,47.59298,-207.41235,-318.20087,1000.0,-285.45102,28.763865,-249.32495,-321.20813,1000.0,-0.08194064348936081,18.033981323242188,18.024831771850586,17.992965698242188,17.943157196044922,17.882549285888672,17.882549285888672,240000,29.42322611808777,,47
-224.88725,38.62229,-171.61546,-261.96872,1000.0,-251.1691,31.422249,-188.44861,-269.6824,1000.0,2.9851956367492676,17.239816665649414,17.170185089111328,17.082958221435547,16.99032974243164,16.900434494018555,16.900434494018555,245000,30.025996208190918,,48
-230.09782,20.189316,-201.59268,-245.7665,1000.0,-192.58447,23.479898,-154.59117,-219.97073,1000.0,6.053812503814697,16.33632469177246,16.10917854309082,15.878820419311523,15.672562599182129,15.501065254211426,15.501065254211426,250000,30.62764811515808,,49
-210.55086,15.746016,-190.48563,-228.94681,1000.0,-230.01392,23.103214,-198.85114,-259.98148,1000.0,-1.0740855932235718,12.679495811462402,12.639181137084961,12.576866149902344,12.506196022033691,12.441142082214355,12.441142082214355,255000,31.22625207901001,,50
-173.39545,13.668014,-158.58334,-191.55664,1000.0,-211.9375,37.10102,-142.59935,-254.24507,1000.0,-0.13080647587776184,14.94320297241211,14.907980918884277,14.885292053222656,14.865364074707031,14.840048789978027,14.840048789978027,260000,31.82090425491333,,51
-163.06947,18.483744,-144.13414,-188.14365,1000.0,-238.57304,21.859245,-204.32533,-268.85712,1000.0,-2.0294132232666016,17.07331657409668,17.053956985473633,17.002038955688477,16.928844451904297,16.844465255737305,16.844465255737305,265000,32.421831130981445,,52
-215.57002,19.863682,-189.78386,-238.11475,1000.0,-227.21355,18.994589,-196.50981,-248.18558,1000.0,-1.3575862646102905,13.10342025756836,13.029388427734375,12.941853523254395,12.84177017211914,12.732468605041504,12.732468605041504,270000,33.02571105957031,,53
-132.98909,36.315567,-85.55493,-173.757,1000.0,-152.3147,69.873276,-62.495926,-271.0221,1000.0,5.359430313110352,13.58962345123291,13.502965927124023,13.37579345703125,13.241771697998047,13.12669563293457,13.12669563293457,275000,33.61819911003113,,54
-165.0838,31.924963,-137.60863,-209.84785,1000.0,-170.98474,50.976635,-127.008194,-263.02597,1000.0,0.9987841844558716,16.77731704711914,16.6720027923584,16.601802825927734,16.558422088623047,16.526992797851562,16.526992797851562,280000,34.221291065216064,,55
-187.53764,37.961628,-133.85178,-214.40166,1000.0,-184.84268,57.413902,-93.1237,-240.21921,1000.0,-3.4780168533325195,18.580963134765625,18.528675079345703,18.41792869567871,18.272327423095703,18.121509552001953,18.121509552001953,285000,34.81772327423096,,56
-160.29356,8.592073,-148.47113,-168.63544,1000.0,-153.95416,116.13925,-13.049477,-362.04395,1000.0,1.4447776079177856,24.86398696899414,24.796430587768555,24.565637588500977,24.245262145996094,23.951122283935547,23.951122283935547,290000,35.41956400871277,,57
-130.393,27.294003,-93.32972,-158.2616,1000.0,-169.41057,72.56022,-110.80145,-308.30017,1000.0,-1.0086636543273926,23.71442413330078,23.622568130493164,23.55506706237793,23.433778762817383,23.2415771484375,23.2415771484375,295000,36.01768231391907,,58
-84.87499,45.098286,-21.267448,-120.72156,1000.0,-125.53861,49.2857,-82.50131,-210.3052,1000.0,-0.4695127308368683,30.690319061279297,30.414262771606445,30.164817810058594,29.950605392456055,29.736656188964844,29.736656188964844,300000,36.615294218063354,,59
-41.925663,25.290678,-9.47644,-71.17769,1000.0,-56.89749,37.494835,-1.4415894,-110.73265,1000.0,5.763683319091797,13.963346481323242,13.61866283416748,13.267281532287598,13.001276969909668,12.810647010803223,12.810647010803223,305000,37.20665216445923,,60
-28.16829,49.848537,30.712646,-91.18094,1000.0,-32.32346,39.725746,10.932051,-86.50048,1000.0,1.2168687582015991,14.648768424987793,14.435302734375,14.312363624572754,14.278626441955566,14.28980827331543,14.28980827331543,310000,37.80177426338196,,61
-7.9836197,62.620396,61.99034,-89.978096,1000.0,-37.914955,33.060364,-4.128462,-99.06445,1000.0,-4.4898295402526855,14.566762924194336,14.422602653503418,14.207971572875977,13.983526229858398,13.780993461608887,13.780993461608887,315000,38.38897204399109,,62
-53.776928,75.4734,25.671741,-155.22874,1000.0,-40.57145,23.094059,-7.642023,-71.60255,1000.0,-0.8083767294883728,19.02339744567871,19.00958824157715,18.951444625854492,18.840547561645508,18.67479705810547,18.67479705810547,320000,38.97896337509155,,63
32.018017,18.355669,57.738846,16.120304,1000.0,0.78275263,35.746056,42.718285,-51.284164,1000.0,4.020273208618164,17.147022247314453,16.72040367126465,16.329017639160156,16.03089141845703,15.80179214477539,15.80179214477539,325000,39.5638210773468,,64
46.647614,30.582972,83.81287,8.90682,1000.0,-28.713581,54.246437,43.234776,-102.74837,1000.0,-3.540940523147583,22.41985321044922,22.341049194335938,22.184816360473633,21.963586807250977,21.71671485900879,21.71671485900879,330000,40.15407919883728,,65
93.78787,42.606003,152.1115,51.523632,1000.0,21.299992,82.44866,137.00116,-83.03856,1000.0,-0.36875587701797485,21.82927131652832,21.63052749633789,21.315467834472656,21.02781867980957,20.68841552734375,20.68841552734375,335000,40.744946241378784,,66
-79.99835,141.08632,39.608353,-278.10825,1000.0,2.385865,69.21224,119.66143,-82.52479,1000.0,-1.1023364067077637,21.175443649291992,21.06453514099121,20.831724166870117,20.549299240112305,20.289493560791016,20.289493560791016,340000,41.335347175598145,,67
-0.06542333,45.29001,40.490456,-63.27578,1000.0,-99.408676,114.264885,8.915646,-313.55518,1000.0,-7.452465534210205,21.93180274963379,21.398771286010742,20.831274032592773,20.453933715820312,20.259902954101562,20.259902954101562,345000,41.92251634597778,,68
97.631775,82.453804,180.58835,-14.815525,1000.0,13.1941395,92.851105,96.186295,-163.13406,1000.0,7.237232208251953,25.32341957092285,24.61461639404297,23.5637149810791,22.976903915405273,22.876415252685547,22.876415252685547,350000,42.51380920410156,,69
73.769196,4.0429626,78.563446,68.67398,1000.0,-135.75227,109.28989,48.03292,-248.7591,1000.0,-7.639337539672852,34.00589370727539,33.87773513793945,33.351905822753906,32.7215576171875,32.246910095214844,32.246910095214844,355000,43.10074210166931,,70
125.51632,5.023331,131.14465,118.9482,1000.0,49.47186,39.437508,112.187744,-12.46974,1000.0,4.7514424324035645,18.50632095336914,18.501731872558594,18.167098999023438,17.71994972229004,17.35887336730957,17.35887336730957,360000,43.69132328033447,,71
100.92864,33.06061,127.1931,54.298058,1000.0,109.331055,32.833675,166.14378,71.53891,1000.0,5.044981479644775,13.504261016845703,12.818992614746094,12.474320411682129,12.537551879882812,12.649078369140625,12.649078369140625,365000,44.2796311378479,,72
125.07086,69.27135,200.13942,33.026833,1000.0,94.729996,48.59217,182.52008,53.383133,1000.0,-5.1019158363342285,15.45806884765625,15.078034400939941,14.647216796875,14.32129955291748,14.128034591674805,14.128034591674805,370000,44.87358617782593,,73
112.17721,70.38308,167.27237,12.837845,1000.0,106.8289,22.736715,131.97812,71.10812,1000.0,5.526246070861816,13.225502967834473,12.99428939819336,12.730463027954102,12.431347846984863,12.09292984008789,12.09292984008789,375000,45.45244216918945,,74
184.8241,6.6954093,192.49533,176.18152,1000.0,98.96388,59.742584,175.66953,2.280033,1000.0,3.1347272396087646,15.877349853515625,15.597149848937988,15.2615966796875,15.065390586853027,15.013781547546387,15.013781547546387,380000,46.04174828529358,,75
142.46814,7.106072,150.29895,133.09808,1000.0,159.4555,38.73884,216.07045,107.12763,1000.0,1.362776517868042,15.642230987548828,15.507244110107422,15.426862716674805,15.38699722290039,15.345597267150879,15.345597267150879,385000,46.63529419898987,,76
187.30092,103.487816,289.25293,45.39125,1000.0,91.13332,93.596985,219.4531,-43.260258,1000.0,-5.1428937911987305,20.128313064575195,19.798072814941406,19.430028915405273,19.163015365600586,18.92166519165039,18.92166519165039,390000,47.2267062664032,,77
253.43721,33.40255,300.60083,227.5553,1000.0,159.83655,38.834442,218.15083,112.02069,1000.0,3.6956706047058105,15.577198028564453,15.492461204528809,15.22066593170166,14.784074783325195,14.51209831237793,14.51209831237793,395000,47.81799507141113,,78
166.42174,11.3049345,175.75632,150.51382,1000.0,169.57791,60.345837,250.91385,67.684204,1000.0,1.3957109451293945,13.665281295776367,13.547516822814941,13.43276596069336,13.505670547485352,13.509002685546875,13.509002685546875,400000,48.40715527534485,,79
196.12047,16.150326,209.59956,173.41267,1000.0,199.50504,50.2116,258.18826,116.24061,1000.0,0.3773271441459656,15.570090293884277,15.501081466674805,15.433298110961914,15.322047233581543,15.184303283691406,15.184303283691406,405000,48.99746823310852,,80
144.75854,32.7133,185.6884,105.617424,1000.0,177.51492,52.395065,269.03427,120.86493,1000.0,-2.3928494453430176,16.89714813232422,16.83646011352539,16.70204734802246,16.594881057739258,16.528539657592773,16.528539657592773,410000,49.597740173339844,,81
185.49724,4.104254,190.72397,180.69794,1000.0,171.62984,82.35427,240.3863,16.10599,1000.0,-0.2826180160045624,13.659852981567383,13.61328125,13.564053535461426,13.490775108337402,13.378071784973145,13.378071784973145,415000,50.19189810752869,,82
269.0137,61.987736,318.32028,181.5881,1000.0,216.7775,50.35432,262.40765,139.56833,1000.0,4.357665061950684,18.02396011352539,17.38191032409668,16.821842193603516,16.677608489990234,16.711511611938477,16.711511611938477,420000,50.784576177597046,,83
316.1531,17.310259,338.30292,296.05008,1000.0,272.7079,32.068832,309.7176,214.06467,1000.0,-0.4115476906299591,16.38566780090332,16.355974197387695,16.25968360900879,16.134502410888672,16.01230239868164,16.01230239868164,425000,51.3782901763916,,84
298.68503,27.906889,318.5464,259.219,1000.0,265.36267,36.184326,308.81342,216.83055,1000.0,-0.9135259985923767,16.332218170166016,16.189382553100586,16.127405166625977,16.070520401000977,15.974932670593262,15.974932670593262,430000,51.967374086380005,,85
277.65982,78.89023,357.8594,170.39218,1000.0,247.11694,98.39643,359.14264,94.33581,1000.0,-0.7802344560623169,15.876843452453613,15.774867057800293,15.656742095947266,15.548356056213379,15.414772987365723,15.414772987365723,435000,52.55278825759888,,86
297.90228,27.384407,334.89542,269.4815,1000.0,275.2808,51.947617,331.34412,195.73926,1000.0,3.6359381675720215,16.674758911132812,16.278759002685547,15.906753540039062,15.820392608642578,15.938271522521973,15.938271522521973,440000,53.13670229911804,,87
169.28883,14.246954,187.9057,153.30786,1000.0,278.02493,37.70397,340.50067,228.65416,1000.0,-1.0868810415267944,12.256951332092285,12.102848052978516,11.908637046813965,11.681755065917969,11.576090812683105,11.576090812683105,445000,53.71875810623169,,88
158.39934,16.193092,179.1008,139.56854,1000.0,224.80273,37.68243,281.86578,175.84802,1000.0,-2.4345192909240723,12.859061241149902,12.628528594970703,12.478362083435059,12.391239166259766,12.316876411437988,12.316876411437988,450000,54.30424118041992,,89
93.85513,65.95057,186.45522,37.90442,1000.0,81.72026,60.360954,137.70477,-26.834076,1000.0,-6.4131178855896,18.083492279052734,17.453184127807617,16.870187759399414,16.69173812866211,16.64032554626465,16.64032554626465,455000,54.88926410675049,,90
