Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,grad_norm,epsilon,lr
,,,,,19560,11.0,11,,,,,,
,,,,,19650,90.0,90,,,,,,
,,,,,19691,41.0,41,,,,,,
,,,,,19705,14.0,14,,,,,,
,,,,,19846,141.0,141,,,,,,
,,,,,19879,33.0,33,,,,,,
,,,,,19891,12.0,12,,,,,,
,,,,,19933,42.0,42,,,,,,
,,,,,19971,38.0,38,,,,,,
500.0,0.0,500.0,500.0,500.0,20000,,,0.033234257251024246,16.237823486328125,16.23837661743164,0.7245607376098633,0.4,0.0005
,,,,,20006,35.0,35,,,,,,
,,,,,20026,20.0,20,,,,,,
,,,,,20067,41.0,41,,,,,,
,,,,,20252,185.0,185,,,,,,
,,,,,20271,19.0,19,,,,,,
,,,,,20354,83.0,83,,,,,,
,,,,,20370,16.0,16,,,,,,
,,,,,20429,59.0,59,,,,,,
,,,,,20572,143.0,143,,,,,,
,,,,,20589,17.0,17,,,,,,
,,,,,20604,15.0,15,,,,,,
,,,,,20639,35.0,35,,,,,,
,,,,,20692,53.0,53,,,,,,
,,,,,20702,10.0,10,,,,,,
,,,,,20873,171.0,171,,,,,,
,,,,,20995,122.0,122,,,,,,
,,,,,21000,,,0.07541612535715103,16.72921371459961,16.741912841796875,3.213589906692505,0.37,0.0005
,,,,,21212,217.0,217,,,,,,
,,,,,21230,18.0,18,,,,,,
,,,,,21286,56.0,56,,,,,,
,,,,,21318,32.0,32,,,,,,
,,,,,21328,10.0,10,,,,,,
,,,,,21442,114.0,114,,,,,,
,,,,,21581,139.0,139,,,,,,
,,,,,21673,92.0,92,,,,,,
,,,,,21686,13.0,13,,,,,,
,,,,,21796,110.0,110,,,,,,
,,,,,21829,33.0,33,,,,,,
,,,,,21892,63.0,63,,,,,,
,,,,,21941,49.0,49,,,,,,
,,,,,21979,38.0,38,,,,,,
,,,,,22000,,,0.06983441114425659,17.717758178710938,17.70871925354004,1.245742678642273,0.3400000000000001,0.0005
,,,,,22181,202.0,202,,,,,,
,,,,,22192,11.0,11,,,,,,
,,,,,22215,23.0,23,,,,,,
,,,,,22238,23.0,23,,,,,,
,,,,,22251,13.0,13,,,,,,
,,,,,22307,56.0,56,,,,,,
,,,,,22319,12.0,12,,,,,,
,,,,,22339,20.0,20,,,,,,
,,,,,22378,39.0,39,,,,,,
,,,,,22429,51.0,51,,,,,,
500.0,0.0,500.0,500.0,500.0,22500,,,2.0463948249816895,18.443222045898438,18.224523544311523,25.438495635986328,0.32499999999999996,0.0005
,,,,,22530,101.0,101,,,,,,
,,,,,22618,88.0,88,,,,,,
,,,,,22633,15.0,15,,,,,,
,,,,,22703,70.0,70,,,,,,
,,,,,22722,19.0,19,,,,,,
,,,,,22740,18.0,18,,,,,,
,,,,,22750,10.0,10,,,,,,
,,,,,22914,164.0,164,,,,,,
,,,,,22959,45.0,45,,,,,,
,,,,,23000,,,0.24649867415428162,18.331798553466797,18.44173812866211,9.845503807067871,0.30999999999999994,0.0005
,,,,,23143,184.0,184,,,,,,
,,,,,23248,105.0,105,,,,,,
,,,,,23390,142.0,142,,,,,,
,,,,,23459,69.0,69,,,,,,
,,,,,23475,16.0,16,,,,,,
,,,,,23588,113.0,113,,,,,,
,,,,,23683,95.0,95,,,,,,
,,,,,23696,13.0,13,,,,,,
,,,,,23718,22.0,22,,,,,,
,,,,,23781,63.0,63,,,,,,
,,,,,23914,133.0,133,,,,,,
,,,,,24000,,,0.05806640908122063,18.891376495361328,18.93550682067871,5.219095230102539,0.2799999999999999,0.0005
,,,,,24044,130.0,130,,,,,,
,,,,,24124,80.0,80,,,,,,
,,,,,24259,135.0,135,,,,,,
,,,,,24274,15.0,15,,,,,,
,,,,,24342,68.0,68,,,,,,
,,,,,24368,26.0,26,,,,,,
,,,,,24429,61.0,61,,,,,,
,,,,,24475,46.0,46,,,,,,
,,,,,24506,31.0,31,,,,,,
,,,,,24746,240.0,240,,,,,,
,,,,,24877,131.0,131,,,,,,
,,,,,24906,29.0,29,,,,,,
,,,,,24955,49.0,49,,,,,,
500.0,0.0,500.0,500.0,500.0,25000,,,0.9985604286193848,19.369415283203125,19.408855438232422,2.1817591190338135,0.25,0.0005
,,,,,25035,80.0,80,,,,,,
,,,,,25252,217.0,217,,,,,,
,,,,,25316,64.0,64,,,,,,
,,,,,25328,12.0,12,,,,,,
,,,,,25347,19.0,19,,,,,,
,,,,,25361,14.0,14,,,,,,
,,,,,25609,248.0,248,,,,,,
,,,,,25690,81.0,81,,,,,,
,,,,,25700,10.0,10,,,,,,
,,,,,25770,70.0,70,,,,,,
,,,,,25782,12.0,12,,,,,,
,,,,,25808,26.0,26,,,,,,
,,,,,25823,15.0,15,,,,,,
,,,,,26000,,,0.13415822386741638,19.86856460571289,19.931896209716797,5.347167491912842,0.21999999999999997,0.0005
,,,,,26006,183.0,183,,,,,,
,,,,,26045,39.0,39,,,,,,
,,,,,26187,142.0,142,,,,,,
,,,,,26241,54.0,54,,,,,,
,,,,,26308,67.0,67,,,,,,
,,,,,26490,182.0,182,,,,,,
,,,,,26545,55.0,55,,,,,,
,,,,,26693,148.0,148,,,,,,
,,,,,26705,12.0,12,,,,,,
,,,,,26716,11.0,11,,,,,,
,,,,,26907,191.0,191,,,,,,
,,,,,26941,34.0,34,,,,,,
,,,,,27000,,,1.2181050777435303,21.957326889038086,21.79307746887207,21.173240661621094,0.18999999999999995,0.0005
,,,,,27177,236.0,236,,,,,,
,,,,,27317,140.0,140,,,,,,
141.0,2.828427,144.0,136.0,141.0,27500,,,0.21414870023727417,21.449752807617188,21.457130432128906,8.154754638671875,0.17500000000000004,0.0005
,,,,,27527,210.0,210,,,,,,
,,,,,27553,26.0,26,,,,,,
,,,,,27585,32.0,32,,,,,,
,,,,,27709,124.0,124,,,,,,
,,,,,27851,142.0,142,,,,,,
,,,,,27993,142.0,142,,,,,,
,,,,,28000,,,0.5664244294166565,22.351116180419922,22.47800636291504,19.57344627380371,0.15999999999999992,0.0005
,,,,,28215,222.0,222,,,,,,
,,,,,28255,40.0,40,,,,,,
,,,,,28306,51.0,51,,,,,,
,,,,,28416,110.0,110,,,,,,
,,,,,28650,234.0,234,,,,,,
,,,,,28796,146.0,146,,,,,,
,,,,,28901,105.0,105,,,,,,
,,,,,28954,53.0,53,,,,,,
,,,,,29000,,,0.14266842603683472,22.426225662231445,22.4282283782959,4.4069061279296875,0.13,0.0005
,,,,,29394,440.0,440,,,,,,
,,,,,29505,111.0,111,,,,,,
,,,,,29647,142.0,142,,,,,,
,,,,,29755,108.0,108,,,,,,
,,,,,29790,35.0,35,,,,,,
175.9,16.967321,202.0,135.0,175.9,30000,,,0.08243697881698608,24.41649627685547,24.39893913269043,2.8383753299713135,0.1,0.0005
,,,,,30068,278.0,278,,,,,,
,,,,,30179,111.0,111,,,,,,
,,,,,30374,195.0,195,,,,,,
,,,,,30546,172.0,172,,,,,,
,,,,,30570,24.0,24,,,,,,
,,,,,30676,106.0,106,,,,,,
,,,,,30887,211.0,211,,,,,,
,,,,,31000,,,0.16316911578178406,24.353940963745117,24.3597412109375,6.696988582611084,0.09733333333333334,0.0005
,,,,,31038,151.0,151,,,,,,
,,,,,31292,254.0,254,,,,,,
,,,,,31592,300.0,300,,,,,,
,,,,,31603,11.0,11,,,,,,
,,,,,31926,323.0,323,,,,,,
,,,,,31997,71.0,71,,,,,,
,,,,,32000,,,0.4227893352508545,24.213571548461914,24.129398345947266,15.834280967712402,0.09466666666666668,0.0005
,,,,,32117,120.0,120,,,,,,
,,,,,32448,331.0,331,,,,,,
,,,,,32466,18.0,18,,,,,,
140.0,25.96151,183.0,106.0,140.0,32500,,,0.057168107479810715,27.26080894470215,27.213722229003906,2.292382001876831,0.09333333333333334,0.0005
,,,,,32582,116.0,116,,,,,,
,,,,,32709,127.0,127,,,,,,
,,,,,32731,22.0,22,,,,,,
,,,,,32913,182.0,182,,,,,,
,,,,,33000,,,0.11884082853794098,26.573867797851562,26.566650390625,7.142492771148682,0.092,0.0005
,,,,,33129,216.0,216,,,,,,
,,,,,33316,187.0,187,,,,,,
,,,,,33492,176.0,176,,,,,,
,,,,,33519,27.0,27,,,,,,
,,,,,33624,105.0,105,,,,,,
,,,,,33810,186.0,186,,,,,,
,,,,,33874,64.0,64,,,,,,
,,,,,34000,,,0.15717723965644836,26.58572006225586,26.60335922241211,8.786291122436523,0.08933333333333333,0.0005
,,,,,34058,184.0,184,,,,,,
,,,,,34113,55.0,55,,,,,,
,,,,,34219,106.0,106,,,,,,
,,,,,34324,105.0,105,,,,,,
,,,,,34703,379.0,379,,,,,,
,,,,,34873,170.0,170,,,,,,
402.1,68.65632,500.0,314.0,402.1,35000,,,0.19731050729751587,26.642608642578125,26.75579833984375,12.903299331665039,0.08666666666666667,0.0005
,,,,,35084,211.0,211,,,,,,
,,,,,35280,196.0,196,,,,,,
,,,,,35516,236.0,236,,,,,,
,,,,,35625,109.0,109,,,,,,
,,,,,35857,232.0,232,,,,,,
,,,,,36000,,,0.18469375371932983,27.858251571655273,27.94696044921875,9.07614803314209,0.084,0.0005
,,,,,36005,148.0,148,,,,,,
,,,,,36228,223.0,223,,,,,,
,,,,,36408,180.0,180,,,,,,
,,,,,36729,321.0,321,,,,,,
,,,,,37000,,,0.17651060223579407,30.162887573242188,30.23324966430664,11.677666664123535,0.08133333333333334,0.0005
,,,,,37147,418.0,418,,,,,,
,,,,,37408,261.0,261,,,,,,
263.5,31.308945,316.0,213.0,263.5,37500,,,5.48546028137207,29.467960357666016,29.376468658447266,37.829139709472656,0.08,0.0005
,,,,,37658,250.0,250,,,,,,
,,,,,37908,250.0,250,,,,,,
,,,,,38000,,,1.128068208694458,28.825929641723633,28.73180389404297,23.058937072753906,0.07866666666666668,0.0005
,,,,,38135,227.0,227,,,,,,
,,,,,38435,300.0,300,,,,,,
,,,,,38482,47.0,47,,,,,,
,,,,,38546,64.0,64,,,,,,
,,,,,38678,132.0,132,,,,,,
,,,,,38976,298.0,298,,,,,,
,,,,,39000,,,0.2859421968460083,29.89711570739746,30.01288604736328,12.141802787780762,0.07600000000000001,0.0005
,,,,,39155,179.0,179,,,,,,
,,,,,39308,153.0,153,,,,,,
,,,,,39613,305.0,305,,,,,,
,,,,,39759,146.0,146,,,,,,
,,,,,39786,27.0,27,,,,,,
,,,,,39923,137.0,137,,,,,,
246.3,65.87875,383.0,174.0,246.3,40000,,,0.23497194051742554,29.945478439331055,30.05021095275879,14.05605411529541,0.07333333333333333,0.0005
,,,,,40112,189.0,189,,,,,,
,,,,,40334,222.0,222,,,,,,
,,,,,40559,225.0,225,,,,,,
,,,,,40785,226.0,226,,,,,,
,,,,,41000,,,0.1337718367576599,30.62435531616211,30.668926239013672,5.01981782913208,0.07066666666666667,0.0005
,,,,,41031,246.0,246,,,,,,
,,,,,41262,231.0,231,,,,,,
,,,,,41410,148.0,148,,,,,,
,,,,,41677,267.0,267,,,,,,
,,,,,41839,162.0,162,,,,,,
,,,,,41935,96.0,96,,,,,,
,,,,,42000,,,0.2940194308757782,31.313827514648438,31.423261642456055,12.324352264404297,0.068,0.0005
,,,,,42155,220.0,220,,,,,,
,,,,,42301,146.0,146,,,,,,
,,,,,42444,143.0,143,,,,,,
146.0,13.091982,180.0,132.0,146.0,42500,,,1.0318411588668823,33.644588470458984,33.66090393066406,17.345155715942383,0.06666666666666668,0.0005
,,,,,42599,155.0,155,,,,,,
,,,,,42742,143.0,143,,,,,,
,,,,,42923,181.0,181,,,,,,
,,,,,43000,,,0.5346747040748596,32.5213508605957,32.665504455566406,23.472116470336914,0.06533333333333333,0.0005
,,,,,43095,172.0,172,,,,,,
,,,,,43284,189.0,189,,,,,,
,,,,,43416,132.0,132,,,,,,
,,,,,43558,142.0,142,,,,,,
,,,,,43744,186.0,186,,,,,,
,,,,,43871,127.0,127,,,,,,
,,,,,44000,,,0.5812341570854187,33.93779373168945,34.02555847167969,29.935766220092773,0.06266666666666668,0.0005
,,,,,44081,210.0,210,,,,,,
,,,,,44097,16.0,16,,,,,,
,,,,,44223,126.0,126,,,,,,
,,,,,44422,199.0,199,,,,,,
,,,,,44553,131.0,131,,,,,,
,,,,,44670,117.0,117,,,,,,
,,,,,44776,106.0,106,,,,,,
,,,,,44891,115.0,115,,,,,,
125.7,13.609188,162.0,114.0,125.7,45000,,,8.264479637145996,33.668304443359375,33.465877532958984,18.59027671813965,0.060000000000000005,0.0005
,,,,,45021,130.0,130,,,,,,
,,,,,45150,129.0,129,,,,,,
,,,,,45289,139.0,139,,,,,,
,,,,,45428,139.0,139,,,,,,
,,,,,45536,108.0,108,,,,,,
,,,,,45673,137.0,137,,,,,,
,,,,,45777,104.0,104,,,,,,
,,,,,45882,105.0,105,,,,,,
,,,,,45991,109.0,109,,,,,,
,,,,,46000,,,0.9538430571556091,35.172271728515625,35.34995651245117,28.60940170288086,0.05733333333333334,0.0005
,,,,,46101,110.0,110,,,,,,
,,,,,46219,118.0,118,,,,,,
,,,,,46368,149.0,149,,,,,,
,,,,,46465,97.0,97,,,,,,
,,,,,46569,104.0,104,,,,,,
,,,,,46672,103.0,103,,,,,,
,,,,,46786,114.0,114,,,,,,
,,,,,46899,113.0,113,,,,,,
,,,,,47000,,,6.559483051300049,34.86248016357422,34.633888244628906,20.321962356567383,0.054666666666666676,0.0005
,,,,,47013,114.0,114,,,,,,
,,,,,47115,102.0,102,,,,,,
,,,,,47238,123.0,123,,,,,,
,,,,,47357,119.0,119,,,,,,
,,,,,47456,99.0,99,,,,,,
113.9,12.589282,134.0,93.0,113.9,47500,,,1.23054838180542,36.68849563598633,36.6414909362793,25.59079360961914,0.05333333333333334,0.0005
,,,,,47565,109.0,109,,,,,,
,,,,,47681,116.0,116,,,,,,
,,,,,47783,102.0,102,,,,,,
,,,,,47906,123.0,123,,,,,,
,,,,,48000,,,1.403306007385254,35.58880615234375,35.4747428894043,29.47776985168457,0.052000000000000005,0.0005
,,,,,48009,103.0,103,,,,,,
,,,,,48159,150.0,150,,,,,,
,,,,,48275,116.0,116,,,,,,
,,,,,48428,153.0,153,,,,,,
,,,,,48551,123.0,123,,,,,,
,,,,,48648,97.0,97,,,,,,
,,,,,48800,152.0,152,,,,,,
,,,,,48914,114.0,114,,,,,,
,,,,,49000,,,0.5424118041992188,36.0865592956543,36.12547302246094,17.928089141845703,0.04933333333333334,0.0005
,,,,,49041,127.0,127,,,,,,
,,,,,49134,93.0,93,,,,,,
,,,,,49234,100.0,100,,,,,,
,,,,,49332,98.0,98,,,,,,
,,,,,49443,111.0,111,,,,,,
,,,,,49550,107.0,107,,,,,,
,,,,,49645,95.0,95,,,,,,
,,,,,49748,103.0,103,,,,,,
,,,,,49842,94.0,94,,,,,,
,,,,,49946,104.0,104,,,,,,
99.5,3.7749171,107.0,94.0,99.5,50000,,,0.1556529402732849,38.7787971496582,38.841796875,6.255151271820068,0.046666666666666676,0.0005
,,,,,50047,101.0,101,,,,,,
,,,,,50171,124.0,124,,,,,,
,,,,,50278,107.0,107,,,,,,
,,,,,50382,104.0,104,,,,,,
,,,,,50486,104.0,104,,,,,,
,,,,,50622,136.0,136,,,,,,
,,,,,50721,99.0,99,,,,,,
,,,,,50828,107.0,107,,,,,,
,,,,,50938,110.0,110,,,,,,
,,,,,51000,,,0.6287742257118225,38.50494384765625,38.58667755126953,21.114553451538086,0.04400000000000001,0.0005
,,,,,51031,93.0,93,,,,,,
,,,,,51136,105.0,105,,,,,,
,,,,,51504,368.0,368,,,,,,
,,,,,51600,96.0,96,,,,,,
,,,,,51725,125.0,125,,,,,,
,,,,,51888,163.0,163,,,,,,
,,,,,51995,107.0,107,,,,,,
,,,,,52000,,,7.679163932800293,39.122650146484375,39.000144958496094,16.671560287475586,0.04133333333333334,0.0005
,,,,,52140,145.0,145,,,,,,
,,,,,52306,166.0,166,,,,,,
,,,,,52348,42.0,42,,,,,,
,,,,,52460,112.0,112,,,,,,
132.0,23.315231,160.0,104.0,132.0,52500,,,0.23199798166751862,40.580997467041016,40.64430618286133,4.4651641845703125,0.04000000000000001,0.0005
,,,,,52618,158.0,158,,,,,,
,,,,,52715,97.0,97,,,,,,
,,,,,52825,110.0,110,,,,,,
,,,,,52978,153.0,153,,,,,,
,,,,,53000,,,6.173027515411377,39.992759704589844,39.80986022949219,89.6098403930664,0.03866666666666667,0.0005
,,,,,53077,99.0,99,,,,,,
,,,,,53195,118.0,118,,,,,,
,,,,,53365,170.0,170,,,,,,
,,,,,53548,183.0,183,,,,,,
,,,,,53792,244.0,244,,,,,,
,,,,,53920,128.0,128,,,,,,
,,,,,54000,,,9.104703903198242,40.518470764160156,40.115989685058594,46.750144958496094,0.036000000000000004,0.0005
,,,,,54025,105.0,105,,,,,,
,,,,,54203,178.0,178,,,,,,
,,,,,54315,112.0,112,,,,,,
,,,,,54441,126.0,126,,,,,,
,,,,,54557,116.0,116,,,,,,
,,,,,54670,113.0,113,,,,,,
,,,,,54779,109.0,109,,,,,,
,,,,,54934,155.0,155,,,,,,
133.8,22.815784,162.0,106.0,133.8,55000,,,0.20088401436805725,40.062564849853516,40.115665435791016,4.344581127166748,0.03333333333333334,0.0005
,,,,,55048,114.0,114,,,,,,
,,,,,55195,147.0,147,,,,,,
,,,,,55346,151.0,151,,,,,,
,,,,,55358,12.0,12,,,,,,
,,,,,55513,155.0,155,,,,,,
,,,,,55658,145.0,145,,,,,,
,,,,,55818,160.0,160,,,,,,
,,,,,55982,164.0,164,,,,,,
,,,,,56000,,,0.2405492663383484,41.830047607421875,41.83383560180664,8.371870994567871,0.03066666666666666,0.0005
,,,,,56090,108.0,108,,,,,,
,,,,,56248,158.0,158,,,,,,
,,,,,56359,111.0,111,,,,,,
,,,,,56473,114.0,114,,,,,,
,,,,,56596,123.0,123,,,,,,
,,,,,56764,168.0,168,,,,,,
,,,,,56918,154.0,154,,,,,,
,,,,,57000,,,4.330750465393066,42.338558197021484,42.35646057128906,15.587849617004395,0.027999999999999997,0.0005
,,,,,57037,119.0,119,,,,,,
,,,,,57149,112.0,112,,,,,,
,,,,,57261,112.0,112,,,,,,
,,,,,57383,122.0,122,,,,,,
144.0,14.703741,165.0,123.0,144.0,57500,,,0.2582193911075592,42.01593017578125,42.040157318115234,8.125585556030273,0.026666666666666672,0.0005
,,,,,57544,161.0,161,,,,,,
,,,,,57699,155.0,155,,,,,,
,,,,,57711,12.0,12,,,,,,
,,,,,57858,147.0,147,,,,,,
,,,,,57978,120.0,120,,,,,,
,,,,,58000,,,0.3151165843009949,43.80093765258789,43.962318420410156,13.513082504272461,0.025333333333333333,0.0005
,,,,,58103,125.0,125,,,,,,
,,,,,58248,145.0,145,,,,,,
,,,,,58409,161.0,161,,,,,,
,,,,,58555,146.0,146,,,,,,
,,,,,58670,115.0,115,,,,,,
,,,,,58822,152.0,152,,,,,,
,,,,,58933,111.0,111,,,,,,
,,,,,59000,,,0.2783154249191284,42.666297912597656,42.79407501220703,16.368471145629883,0.02266666666666667,0.0005
,,,,,59046,113.0,113,,,,,,
,,,,,59163,117.0,117,,,,,,
,,,,,59321,158.0,158,,,,,,
,,,,,59472,151.0,151,,,,,,
,,,,,59578,106.0,106,,,,,,
,,,,,59728,150.0,150,,,,,,
,,,,,59850,122.0,122,,,,,,
142.8,20.311573,160.0,105.0,142.8,60000,,,0.3130854368209839,43.09886932373047,43.077457427978516,13.317514419555664,0.02,0.0005
,,,,,60002,152.0,152,,,,,,
,,,,,60159,157.0,157,,,,,,
,,,,,60268,109.0,109,,,,,,
,,,,,60375,107.0,107,,,,,,
,,,,,60489,114.0,114,,,,,,
,,,,,60598,109.0,109,,,,,,
,,,,,60706,108.0,108,,,,,,
,,,,,60815,109.0,109,,,,,,
,,,,,60936,121.0,121,,,,,,
,,,,,61000,,,0.40414533019065857,43.825439453125,43.991424560546875,9.389253616333008,0.02,0.0005
,,,,,61047,111.0,111,,,,,,
,,,,,61149,102.0,102,,,,,,
,,,,,61293,144.0,144,,,,,,
,,,,,61441,148.0,148,,,,,,
,,,,,61548,107.0,107,,,,,,
,,,,,61692,144.0,144,,,,,,
,,,,,61799,107.0,107,,,,,,
,,,,,61908,109.0,109,,,,,,
,,,,,62000,,,0.2710171043872833,43.9591064453125,44.01366424560547,3.8921308517456055,0.02,0.0005
,,,,,62011,103.0,103,,,,,,
,,,,,62147,136.0,136,,,,,,
,,,,,62251,104.0,104,,,,,,
,,,,,62358,107.0,107,,,,,,
,,,,,62474,116.0,116,,,,,,
107.0,2.0,111.0,104.0,107.0,62500,,,0.415190190076828,45.412166595458984,45.53855895996094,12.934062957763672,0.02,0.0005
,,,,,62580,106.0,106,,,,,,
,,,,,62692,112.0,112,,,,,,
,,,,,62819,127.0,127,,,,,,
,,,,,62923,104.0,104,,,,,,
,,,,,63000,,,0.7575831413269043,45.179534912109375,45.26714324951172,23.462827682495117,0.02,0.0005
,,,,,63030,107.0,107,,,,,,
,,,,,63147,117.0,117,,,,,,
,,,,,63255,108.0,108,,,,,,
,,,,,63360,105.0,105,,,,,,
,,,,,63501,141.0,141,,,,,,
,,,,,63603,102.0,102,,,,,,
,,,,,63716,113.0,113,,,,,,
,,,,,63898,182.0,182,,,,,,
,,,,,64000,,,0.5023831725120544,46.703369140625,46.827720642089844,21.85417366027832,0.02,0.0005
,,,,,64002,104.0,104,,,,,,
,,,,,64230,228.0,228,,,,,,
,,,,,64380,150.0,150,,,,,,
,,,,,64549,169.0,169,,,,,,
,,,,,64713,164.0,164,,,,,,
455.4,70.460205,500.0,309.0,455.4,65000,,,0.2606116533279419,47.2105598449707,47.347320556640625,17.68748664855957,0.02,0.0005
,,,,,65026,313.0,313,,,,,,
,,,,,65254,228.0,228,,,,,,
,,,,,65419,165.0,165,,,,,,
,,,,,65547,128.0,128,,,,,,
,,,,,65729,182.0,182,,,,,,
,,,,,66000,,,0.7756704688072205,45.712730407714844,45.74535369873047,12.071134567260742,0.02,0.0005
,,,,,66013,284.0,284,,,,,,
,,,,,66175,162.0,162,,,,,,
,,,,,66431,256.0,256,,,,,,
,,,,,66649,218.0,218,,,,,,
,,,,,66811,162.0,162,,,,,,
,,,,,67000,,,0.9567683339118958,43.25352096557617,43.278133392333984,16.81509780883789,0.02,0.0005
,,,,,67023,212.0,212,,,,,,
,,,,,67139,116.0,116,,,,,,
173.5,61.24908,311.0,114.0,173.5,67500,,,4.057744026184082,47.29344940185547,47.18672180175781,19.477216720581055,0.02,0.0005
,,,,,67585,446.0,446,,,,,,
,,,,,67743,158.0,158,,,,,,
,,,,,67856,113.0,113,,,,,,
,,,,,68000,,,0.26404809951782227,48.52326965332031,48.57566452026367,12.139920234680176,0.02,0.0005
,,,,,68142,286.0,286,,,,,,
,,,,,68249,107.0,107,,,,,,
,,,,,68411,162.0,162,,,,,,
,,,,,68536,125.0,125,,,,,,
,,,,,68740,204.0,204,,,,,,
,,,,,68858,118.0,118,,,,,,
,,,,,69000,,,0.4627528786659241,47.425819396972656,47.45914840698242,11.139095306396484,0.02,0.0005
,,,,,69036,178.0,178,,,,,,
,,,,,69136,100.0,100,,,,,,
,,,,,69270,134.0,134,,,,,,
,,,,,69425,155.0,155,,,,,,
,,,,,69559,134.0,134,,,,,,
,,,,,69659,100.0,100,,,,,,
,,,,,69768,109.0,109,,,,,,
,,,,,69870,102.0,102,,,,,,
,,,,,69976,106.0,106,,,,,,
162.3,19.935144,198.0,136.0,162.3,70000,,,1.5579804182052612,46.50716018676758,46.48793029785156,17.07126808166504,0.02,0.0005
,,,,,70136,160.0,160,,,,,,
,,,,,70260,124.0,124,,,,,,
,,,,,70362,102.0,102,,,,,,
,,,,,70472,110.0,110,,,,,,
,,,,,70578,106.0,106,,,,,,
,,,,,70686,108.0,108,,,,,,
,,,,,70782,96.0,96,,,,,,
,,,,,70887,105.0,105,,,,,,
,,,,,70994,107.0,107,,,,,,
,,,,,71000,,,0.16670875251293182,50.53050231933594,50.55457305908203,4.4399542808532715,0.02,0.0005
,,,,,71101,107.0,107,,,,,,
,,,,,71226,125.0,125,,,,,,
,,,,,71329,103.0,103,,,,,,
,,,,,71527,198.0,198,,,,,,
,,,,,71680,153.0,153,,,,,,
,,,,,71785,105.0,105,,,,,,
,,,,,72000,,,15.388182640075684,48.19920349121094,47.60374450683594,36.74264144897461,0.02,0.0005
,,,,,72093,308.0,308,,,,,,
,,,,,72279,186.0,186,,,,,,
,,,,,72384,105.0,105,,,,,,
242.7,108.60023,500.0,113.0,242.7,72500,,,0.3459405303001404,48.97092056274414,49.02132034301758,11.416107177734375,0.02,0.0005
,,,,,72569,185.0,185,,,,,,
,,,,,72672,103.0,103,,,,,,
,,,,,72777,105.0,105,,,,,,
,,,,,72884,107.0,107,,,,,,
,,,,,73000,,,2.5636558532714844,45.99319076538086,46.141578674316406,48.49174118041992,0.02,0.0005
,,,,,73002,118.0,118,,,,,,
,,,,,73142,140.0,140,,,,,,
,,,,,73297,155.0,155,,,,,,
,,,,,73405,108.0,108,,,,,,
,,,,,73444,39.0,39,,,,,,
,,,,,73657,213.0,213,,,,,,
,,,,,73767,110.0,110,,,,,,
,,,,,73997,230.0,230,,,,,,
,,,,,74000,,,1.9582995176315308,47.79600143432617,47.903038024902344,34.091678619384766,0.02,0.0005
,,,,,74127,130.0,130,,,,,,
,,,,,74318,191.0,191,,,,,,
,,,,,74441,123.0,123,,,,,,
,,,,,74475,34.0,34,,,,,,
,,,,,74584,109.0,109,,,,,,
,,,,,74698,114.0,114,,,,,,
,,,,,74821,123.0,123,,,,,,
,,,,,74930,109.0,109,,,,,,
106.0,2.32379,110.0,102.0,106.0,75000,,,2.507688522338867,47.297935485839844,47.25404357910156,17.249502182006836,0.02,0.0005
,,,,,75048,118.0,118,,,,,,
,,,,,75188,140.0,140,,,,,,
,,,,,75421,233.0,233,,,,,,
,,,,,75536,115.0,115,,,,,,
,,,,,75656,120.0,120,,,,,,
,,,,,75775,119.0,119,,,,,,
,,,,,75893,118.0,118,,,,,,
,,,,,76000,,,0.41246354579925537,49.7021598815918,49.840423583984375,18.711088180541992,0.02,0.0005
,,,,,76207,314.0,314,,,,,,
,,,,,76324,117.0,117,,,,,,
,,,,,76461,137.0,137,,,,,,
,,,,,76576,115.0,115,,,,,,
,,,,,76697,121.0,121,,,,,,
,,,,,76806,109.0,109,,,,,,
,,,,,76917,111.0,111,,,,,,
,,,,,77000,,,1.0365053415298462,50.848854064941406,51.16722106933594,44.38401794433594,0.02,0.0005
,,,,,77035,118.0,118,,,,,,
,,,,,77165,130.0,130,,,,,,
,,,,,77285,120.0,120,,,,,,
,,,,,77490,205.0,205,,,,,,
285.7,55.317356,386.0,211.0,285.7,77500,,,0.7397229075431824,50.051124572753906,50.04743194580078,9.236141204833984,0.02,0.0005
,,,,,77629,139.0,139,,,,,,
,,,,,77796,167.0,167,,,,,,
,,,,,77917,121.0,121,,,,,,
,,,,,78000,,,1.2960432767868042,49.9453125,49.909820556640625,15.863019943237305,0.02,0.0005
,,,,,78056,139.0,139,,,,,,
,,,,,78194,138.0,138,,,,,,
,,,,,78491,297.0,297,,,,,,
,,,,,78614,123.0,123,,,,,,
,,,,,78757,143.0,143,,,,,,
,,,,,78881,124.0,124,,,,,,
,,,,,79000,,,0.8647163510322571,51.46907043457031,51.431884765625,11.751617431640625,0.02,0.0005
,,,,,79086,205.0,205,,,,,,
,,,,,79414,328.0,328,,,,,,
,,,,,79673,259.0,259,,,,,,
,,,,,79804,131.0,131,,,,,,
209.1,112.199326,500.0,130.0,209.1,80000,,,1.0319215059280396,51.65537643432617,51.74139404296875,36.02341842651367,0.02,0.0005
,,,,,80102,298.0,298,,,,,,
,,,,,80227,125.0,125,,,,,,
