Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Actor Loss,Train_EnvstepsSoFar,TimeSinceStart,Initial_DataCollection_AverageReturn,step
200.0,0.0,200.0,200.0,200.0,198.38095,4.4665546,200.0,181.0,198.38095238095238,67.66969299316406,351117,29.58803367614746,,85
200.0,0.0,200.0,200.0,200.0,199.7619,1.0647942,200.0,195.0,199.76190476190476,69.14724731445312,355312,29.928881883621216,,86
200.0,0.0,200.0,200.0,200.0,198.90475,4.898053,200.0,177.0,198.9047619047619,66.51815032958984,359489,30.27088475227356,,87
200.0,0.0,200.0,200.0,200.0,198.38095,7.2406015,200.0,166.0,198.38095238095238,65.35986328125,363655,30.6250638961792,,88
187.0,18.384777,200.0,161.0,187.0,200.0,0.0,200.0,200.0,200.0,65.87619018554688,367655,30.97807788848877,,89
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,62.88715744018555,371655,31.312052011489868,,90
200.0,0.0,200.0,200.0,200.0,197.80952,9.796107,200.0,154.0,197.8095238095238,63.57855224609375,375809,31.657030820846558,,91
200.0,0.0,200.0,200.0,200.0,198.7619,4.1162257,200.0,182.0,198.76190476190476,63.45536422729492,379983,32.00291395187378,,92
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,60.19478988647461,383983,32.33759593963623,,93
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,61.22164535522461,387983,32.68389582633972,,94
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,58.57414627075195,391983,33.017569065093994,,95
200.0,0.0,200.0,200.0,200.0,198.2381,6.030911,200.0,173.0,198.23809523809524,60.59465026855469,396146,33.360294818878174,,96
200.0,0.0,200.0,200.0,200.0,198.71428,4.589251,200.0,179.0,198.71428571428572,60.427982330322266,400319,33.70005393028259,,97
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,57.8770866394043,404319,34.03297996520996,,98
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,57.07966232299805,408319,34.3591570854187,,99
