Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,actor_loss,entropy,critic_loss,q_values,target_values,actor_lr,critic_lr,temperature
,,,,,16505,191.1279,85,,,,,,,,
,,,,,16601,202.58711,96,,,,,,,,
,,,,,16708,271.2707,107,,,,,,,,
,,,,,16800,203.35292,92,,,,,,,,
,,,,,16894,214.87993,94,,,,,,,,
,,,,,16987,190.77007,93,,,,,,,,
,,,,,17000,,,-53.530029296875,-1.8182225227355957,7.743742942810059,51.55503463745117,51.625694274902344,0.0003,0.0003,0.1
,,,,,17083,202.35063,96,,,,,,,,
,,,,,17184,216.24258,101,,,,,,,,
,,,,,17285,229.01906,101,,,,,,,,
,,,,,17375,209.04941,90,,,,,,,,
,,,,,17472,219.16501,97,,,,,,,,
,,,,,17565,207.64462,93,,,,,,,,
,,,,,17654,203.29666,89,,,,,,,,
,,,,,17745,195.13463,91,,,,,,,,
,,,,,17840,206.00851,95,,,,,,,,
,,,,,17934,202.86339,94,,,,,,,,
